timestamp,temperature,humidity,pressure,wind_speed,rainfall
2026-09-05 05:42:57.896881,31.85,74.62,1010.51,6.43,0.0
2026-09-05 05:47:57.896881,31.11,73.98,1010.83,1.69,0.0
2026-09-05 05:52:57.896881,32.71,74.44,1009.91,1.64,0.0
2026-09-05 05:57:57.896881,31.17,79.42,1010.55,11.1,0.0
2026-09-05 06:02:57.896881,32.41,78.73,1010.19,4.62,0.0
2026-09-05 06:07:57.896881,30.77,70.05,1009.76,10.68,0.0
2026-09-05 06:12:57.896881,31.36,76.92,1009.85,3.37,0.0
2026-09-05 06:17:57.896881,32.67,73.14,1010.29,24.21,0.0
2026-09-05 06:22:57.896881,33.19,73.43,1010.17,7.68,1.98
2026-09-05 06:27:57.896881,32.82,66.8,1009.89,8.19,0.0
2026-09-05 06:32:57.896881,32.67,71.32,1009.76,8.8,0.0
2026-09-05 06:37:57.896881,32.6,69.34,1010.02,22.38,0.0
2026-09-05 06:42:57.896881,31.73,74.21,1010.29,3.8,0.0
2026-09-05 06:47:57.896881,32.41,74.89,1010.24,8.98,0.0
2026-09-05 06:52:57.896881,32.69,65.4,1010.11,10.43,0.0
2026-09-05 06:57:57.896881,33.98,71.51,1010.33,5.03,0.0
2026-09-05 07:02:57.896881,33.47,74.9,1010.61,15.4,0.0
2026-09-05 07:07:57.896881,31.85,70.93,1010.44,20.67,0.0
2026-09-05 07:12:57.896881,33.58,73.64,1010.19,1.66,0.0
2026-09-05 07:17:57.896881,33.07,72.47,1010.54,16.57,0.0
2026-09-05 07:22:57.896881,32.9,72.4,1009.94,1.3,0.0
2026-09-05 07:27:57.896881,33.98,70.52,1010.1,5.04,0.0
2026-09-05 07:32:57.896881,34.37,67.65,1010.06,6.34,0.0
2026-09-05 07:37:57.896881,34.34,67.91,1009.77,6.5,0.0
2026-09-05 07:42:57.896881,32.97,73.37,1010.0,23.17,0.0
2026-09-05 07:47:57.896881,33.43,71.27,1009.42,6.87,0.0
2026-09-05 07:52:57.896881,33.99,70.77,1010.64,6.86,0.0
2026-09-05 07:57:57.896881,34.54,69.89,1009.71,2.93,0.0
2026-09-05 08:02:57.896881,33.41,70.22,1010.48,12.49,0.0
2026-09-05 08:07:57.896881,33.68,74.26,1010.03,8.44,0.0
2026-09-05 08:12:57.896881,32.97,70.09,1010.23,14.26,0.0
2026-09-05 08:17:57.896881,32.93,67.05,1010.0,2.87,0.0
2026-09-05 08:22:57.896881,34.56,73.29,1010.14,30.47,0.0
2026-09-05 08:27:57.896881,35.02,70.43,1010.27,17.39,0.0
2026-09-05 08:32:57.896881,33.89,71.13,1010.26,10.33,0.0
2026-09-05 08:37:57.896881,34.77,75.85,1010.32,19.87,0.0
2026-09-05 08:42:57.896881,34.27,70.95,1009.99,31.0,0.0
2026-09-05 08:47:57.896881,33.47,71.88,1009.93,12.69,0.0
2026-09-05 08:52:57.896881,34.28,67.47,1009.58,8.65,0.0
2026-09-05 08:57:57.896881,35.23,70.34,1010.16,6.73,0.0
2026-09-05 09:02:57.896881,33.97,72.83,1010.37,7.82,0.0
2026-09-05 09:07:57.896881,35.25,66.33,1010.56,11.41,14.8
2026-09-05 09:12:57.896881,31.9,71.61,1010.21,8.33,0.0
2026-09-05 09:17:57.896881,34.64,71.31,1009.87,16.33,0.0
2026-09-05 09:22:57.896881,34.05,71.14,1009.56,25.78,0.0
2026-09-05 09:27:57.896881,33.73,74.14,1010.33,3.46,0.0
2026-09-05 09:32:57.896881,34.02,72.04,1009.5,3.44,0.0
2026-09-05 09:37:57.896881,32.34,75.48,1009.88,6.93,0.0
2026-09-05 09:42:57.896881,33.73,68.08,1010.01,1.68,0.0
2026-09-05 09:47:57.896881,34.17,71.48,1009.99,29.04,0.0
2026-09-05 09:52:57.896881,35.04,71.35,1010.03,21.34,0.0
2026-09-05 09:57:57.896881,33.41,67.91,1010.14,8.57,0.0
2026-09-05 10:02:57.896881,33.15,74.01,1009.41,9.21,0.0
2026-09-05 10:07:57.896881,33.36,78.13,1010.14,12.93,0.0
2026-09-05 10:12:57.896881,34.45,71.13,1009.42,5.11,0.0
2026-09-05 10:17:57.896881,33.94,72.73,1010.24,7.59,0.0
2026-09-05 10:22:57.896881,33.21,71.49,1009.89,5.44,0.0
2026-09-05 10:27:57.896881,34.0,69.13,1009.49,10.46,0.0
2026-09-05 10:32:57.896881,33.62,65.84,1009.87,10.68,0.0
2026-09-05 10:37:57.896881,34.27,69.22,1009.89,9.01,0.0
2026-09-05 10:42:57.896881,32.88,67.2,1010.29,19.97,0.0
2026-09-05 10:47:57.896881,33.12,76.52,1009.94,9.11,0.0
2026-09-05 10:52:57.896881,33.01,71.11,1009.98,9.55,0.0
2026-09-05 10:57:57.896881,32.09,70.46,1010.31,2.4,0.0
2026-09-05 11:02:57.896881,33.43,74.2,1009.96,15.97,0.0
2026-09-05 11:07:57.896881,33.34,68.22,1010.23,11.25,0.0
2026-09-05 11:12:57.896881,33.06,69.33,1010.19,17.2,0.0
2026-09-05 11:17:57.896881,32.8,71.88,1009.57,4.71,0.0
2026-09-05 11:22:57.896881,31.78,74.81,1010.47,3.68,0.0
2026-09-05 11:27:57.896881,32.5,73.28,1009.61,8.24,1.08
2026-09-05 11:32:57.896881,32.49,72.57,1010.21,1.37,0.0
2026-09-05 11:37:57.896881,32.04,72.11,1009.45,30.14,0.0
2026-09-05 11:42:57.896881,32.47,73.14,1010.04,8.02,0.0
2026-09-05 11:47:57.896881,32.83,72.6,1010.39,0.61,0.0
2026-09-05 11:52:57.896881,33.93,68.96,1009.79,6.54,0.0
2026-09-05 11:57:57.896881,32.47,72.25,1009.78,8.72,0.0
2026-09-05 12:02:57.896881,32.45,68.95,1010.03,25.92,0.0
2026-09-05 12:07:57.896881,32.09,72.48,1009.82,10.37,0.0
2026-09-05 12:12:57.896881,30.52,70.86,1010.43,2.61,0.0
2026-09-05 12:17:57.896881,31.93,79.98,1010.03,13.05,0.0
2026-09-05 12:22:57.896881,31.9,72.31,1009.84,10.25,0.0
2026-09-05 12:27:57.896881,33.73,68.28,1009.78,8.46,0.0
2026-09-05 12:32:57.896881,31.5,72.16,1009.65,7.41,0.0
2026-09-05 12:37:57.896881,31.79,74.19,1009.75,19.05,0.0
2026-09-05 12:42:57.896881,31.41,77.73,1009.85,10.01,0.0
2026-09-05 12:47:57.896881,30.4,71.01,1009.83,9.54,0.0
2026-09-05 12:52:57.896881,32.14,68.1,1009.75,22.16,0.0
2026-09-05 12:57:57.896881,31.71,75.38,1010.52,17.56,0.0
2026-09-05 13:02:57.896881,31.63,68.86,1009.7,13.09,0.0
2026-09-05 13:07:57.896881,30.16,71.77,1010.03,5.56,0.0
2026-09-05 13:12:57.896881,31.89,72.38,1010.2,7.81,0.0
2026-09-05 13:17:57.896881,29.53,73.02,1010.13,9.28,0.0
2026-09-05 13:22:57.896881,31.01,75.38,1009.91,2.94,0.0
2026-09-05 13:27:57.896881,32.17,71.34,1009.85,6.64,0.0
2026-09-05 13:32:57.896881,29.5,72.65,1010.08,10.29,0.0
2026-09-05 13:37:57.896881,29.72,73.51,1009.89,15.15,0.0
2026-09-05 13:42:57.896881,30.13,74.08,1009.74,14.7,0.0
2026-09-05 13:47:57.896881,29.53,74.01,1009.29,1.91,0.0
2026-09-05 13:52:57.896881,28.56,75.11,1009.64,7.43,0.0
2026-09-05 13:57:57.896881,29.73,76.41,1009.38,5.0,0.0
2026-09-05 14:02:57.896881,28.7,75.14,1009.48,1.52,0.0
2026-09-05 14:07:57.896881,29.8,75.41,1009.68,8.93,0.0
2026-09-05 14:12:57.896881,28.56,69.39,1009.72,6.57,1.56
2026-09-05 14:17:57.896881,30.41,74.37,1010.13,10.03,0.0
2026-09-05 14:22:57.896881,28.42,75.74,1009.37,14.8,0.0
2026-09-05 14:27:57.896881,28.66,76.58,1009.67,13.0,0.0
2026-09-05 14:32:57.896881,29.43,72.4,1009.58,32.99,0.0
2026-09-05 14:37:57.896881,27.67,72.59,1009.82,11.22,0.0
2026-09-05 14:42:57.896881,28.7,72.93,1009.59,25.25,0.0
2026-09-05 14:47:57.896881,29.44,76.35,1009.15,3.86,0.0
2026-09-05 14:52:57.896881,26.98,77.93,1008.91,12.85,0.0
2026-09-05 14:57:57.896881,28.28,73.69,1009.48,5.5,0.0
2026-09-05 15:02:57.896881,28.21,77.72,1009.24,8.14,0.0
2026-09-05 15:07:57.896881,28.49,75.46,1009.16,17.85,0.0
2026-09-05 15:12:57.896881,26.75,74.8,1009.01,8.08,8.2
2026-09-05 15:17:57.896881,26.55,74.63,1009.43,20.22,0.0
2026-09-05 15:22:57.896881,27.89,77.59,1009.75,5.65,0.0
2026-09-05 15:27:57.896881,27.58,76.41,1009.16,3.72,0.0
2026-09-05 15:32:57.896881,27.42,82.35,1009.46,11.74,0.0
2026-09-05 15:37:57.896881,27.36,73.05,1009.21,12.14,0.0
2026-09-05 15:42:57.896881,26.41,77.25,1008.83,7.68,0.0
2026-09-05 15:47:57.896881,27.02,74.19,1009.36,15.59,0.0
2026-09-05 15:52:57.896881,26.94,73.26,1008.82,1.24,0.0
2026-09-05 15:57:57.896881,26.0,75.92,1009.21,4.28,0.0
2026-09-05 16:02:57.896881,27.94,76.45,1009.04,13.58,0.0
2026-09-05 16:07:57.896881,26.7,84.87,1009.38,8.35,0.0
2026-09-05 16:12:57.896881,25.24,75.65,1008.82,5.87,0.0
2026-09-05 16:17:57.896881,26.6,72.9,1009.32,11.08,0.0
2026-09-05 16:22:57.896881,25.17,77.19,1008.87,19.18,0.0
2026-09-05 16:27:57.896881,26.46,70.23,1008.96,12.9,0.0
2026-09-05 16:32:57.896881,26.63,76.25,1008.04,17.07,0.0
2026-09-05 16:37:57.896881,24.93,76.66,1009.75,13.39,0.0
2026-09-05 16:42:57.896881,26.23,79.07,1009.17,22.64,3.2
2026-09-05 16:47:57.896881,25.68,79.69,1008.8,6.62,0.0
2026-09-05 16:52:57.896881,25.89,75.34,1008.77,20.04,0.0
2026-09-05 16:57:57.896881,26.63,76.47,1008.96,2.06,0.0
2026-09-05 17:02:57.896881,24.8,74.7,1009.27,3.37,0.0
2026-09-05 17:07:57.896881,24.28,73.69,1008.46,15.35,0.0
2026-09-05 17:12:57.896881,24.06,78.08,1009.08,3.18,0.0
2026-09-05 17:17:57.896881,24.01,73.4,1009.7,7.69,0.0
2026-09-05 17:22:57.896881,24.5,76.05,1008.86,22.41,0.0
2026-09-05 17:27:57.896881,24.73,74.38,1009.24,3.8,0.0
2026-09-05 17:32:57.896881,24.57,79.08,1009.84,18.13,0.0
2026-09-05 17:37:57.896881,24.91,82.91,1009.36,7.38,0.0
2026-09-05 17:42:57.896881,24.15,73.67,1009.21,3.49,0.0
2026-09-05 17:47:57.896881,25.21,72.08,1009.35,9.95,0.0
2026-09-05 17:52:57.896881,23.73,77.33,1009.15,21.41,0.0
2026-09-05 17:57:57.896881,26.03,77.81,1009.72,3.08,0.0
2026-09-05 18:02:57.896881,24.26,78.48,1009.14,2.92,0.0
2026-09-05 18:07:57.896881,22.98,76.55,1008.68,15.0,0.0
2026-09-05 18:12:57.896881,22.72,77.35,1009.19,6.34,0.0
2026-09-05 18:17:57.896881,23.87,79.11,1009.05,33.26,7.68
2026-09-05 18:22:57.896881,23.22,81.19,1009.22,12.15,2.04
2026-09-05 18:27:57.896881,23.89,72.25,1009.37,19.13,0.0
2026-09-05 18:32:57.896881,23.62,77.07,1009.75,11.84,0.0
2026-09-05 18:37:57.896881,23.1,78.87,1009.54,3.16,0.0
2026-09-05 18:42:57.896881,22.41,75.52,1009.42,4.59,0.0
2026-09-05 18:47:57.896881,21.8,83.52,1009.45,5.16,0.0
2026-09-05 18:52:57.896881,22.58,76.47,1009.09,13.96,0.0
2026-09-05 18:57:57.896881,23.56,78.3,1008.74,9.68,0.0
2026-09-05 19:02:57.896881,22.98,80.13,1009.48,1.64,0.0
2026-09-05 19:07:57.896881,21.74,76.73,1009.69,15.89,0.0
2026-09-05 19:12:57.896881,22.82,73.01,1009.4,37.39,0.0
2026-09-05 19:17:57.896881,22.93,77.3,1009.3,3.74,0.0
2026-09-05 19:22:57.896881,21.86,81.71,1009.61,4.29,0.0
2026-09-05 19:27:57.896881,22.63,77.65,1009.5,5.7,7.58
2026-09-05 19:32:57.896881,22.5,76.16,1010.09,8.82,0.0
2026-09-05 19:37:57.896881,21.49,81.51,1009.97,4.02,0.0
2026-09-05 19:42:57.896881,22.65,77.77,1009.91,22.22,0.04
2026-09-05 19:47:57.896881,22.77,77.26,1009.86,27.95,0.63
2026-09-05 19:52:57.896881,23.14,79.26,1009.27,10.67,0.0
2026-09-05 19:57:57.896881,23.08,81.15,1009.86,9.28,0.0
2026-09-05 20:02:57.896881,21.1,86.01,1009.77,1.87,0.0
2026-09-05 20:07:57.896881,21.42,81.37,1009.9,3.43,0.0
2026-09-05 20:12:57.896881,22.55,82.38,1009.94,1.01,0.0
2026-09-05 20:17:57.896881,22.53,77.41,1009.85,5.93,0.0
2026-09-05 20:22:57.896881,22.5,75.86,1010.53,6.87,0.0
2026-09-05 20:27:57.896881,25.15,79.14,1009.66,14.86,0.0
2026-09-05 20:32:57.896881,22.51,79.29,1009.95,10.76,0.0
2026-09-05 20:37:57.896881,22.94,75.74,1009.55,4.9,0.0
2026-09-05 20:42:57.896881,22.79,78.46,1009.96,15.43,0.0
2026-09-05 20:47:57.896881,22.53,80.19,1010.0,41.41,0.0
2026-09-05 20:52:57.896881,21.75,80.08,1009.73,15.99,0.0
2026-09-05 20:57:57.896881,22.61,80.51,1010.07,6.41,0.0
2026-09-05 21:02:57.896881,21.38,79.87,1009.35,11.63,0.0
2026-09-05 21:07:57.896881,21.81,77.48,1009.33,3.92,0.0
2026-09-05 21:12:57.896881,21.62,77.45,1009.6,3.54,0.0
2026-09-05 21:17:57.896881,22.08,75.39,1009.83,29.38,0.0
2026-09-05 21:22:57.896881,23.87,84.34,1009.68,11.77,0.0
2026-09-05 21:27:57.896881,20.54,79.02,1010.01,19.57,0.0
2026-09-05 21:32:57.896881,22.6,78.29,1009.32,7.86,0.0
2026-09-05 21:37:57.896881,20.78,76.17,1009.2,3.51,0.0
2026-09-05 21:42:57.896881,21.71,87.75,1009.7,2.9,0.0
2026-09-05 21:47:57.896881,22.99,75.7,1009.63,4.49,0.0
2026-09-05 21:52:57.896881,22.19,77.62,1009.78,12.94,0.0
2026-09-05 21:57:57.896881,21.31,80.13,1009.61,2.33,0.0
2026-09-05 22:02:57.896881,21.63,80.66,1009.49,10.0,0.0
2026-09-05 22:07:57.896881,22.78,81.71,1009.53,14.19,0.0
2026-09-05 22:12:57.896881,21.69,84.24,1009.61,3.39,4.58
2026-09-05 22:17:57.896881,22.49,80.31,1009.45,41.26,0.0
2026-09-05 22:22:57.896881,22.4,75.59,1009.43,17.96,0.0
2026-09-05 22:27:57.896881,21.89,77.96,1009.32,8.79,0.0
2026-09-05 22:32:57.896881,24.17,79.62,1009.62,5.19,0.0
2026-09-05 22:37:57.896881,23.02,84.87,1009.43,12.09,0.0
2026-09-05 22:42:57.896881,20.94,74.43,1010.11,11.8,0.0
2026-09-05 22:47:57.896881,22.77,82.2,1009.47,10.17,0.0
2026-09-05 22:52:57.896881,22.15,79.09,1009.18,12.42,0.0
2026-09-05 22:57:57.896881,23.42,81.02,1010.19,4.12,0.0
2026-09-05 23:02:57.896881,22.17,78.16,1009.6,15.94,0.0
2026-09-05 23:07:57.896881,22.78,75.89,1009.74,2.7,0.0
2026-09-05 23:12:57.896881,23.34,80.63,1009.59,1.13,0.0
2026-09-05 23:17:57.896881,23.7,80.29,1009.63,14.72,0.0
2026-09-05 23:22:57.896881,22.12,81.19,1009.68,12.7,0.0
2026-09-05 23:27:57.896881,22.89,78.19,1009.17,9.5,0.0
2026-09-05 23:32:57.896881,22.86,76.37,1009.54,5.7,0.0
2026-09-05 23:37:57.896881,22.8,73.44,1009.07,6.6,0.0
2026-09-05 23:42:57.896881,24.82,80.52,1009.45,3.99,0.0
2026-09-05 23:47:57.896881,23.81,79.28,1009.29,11.65,0.0
2026-09-05 23:52:57.896881,22.57,75.05,1009.58,0.9,0.0
2026-09-05 23:57:57.896881,24.4,76.27,1009.62,1.54,0.0
2026-09-06 00:02:57.896881,25.46,76.43,1009.7,4.17,0.0
2026-09-06 00:07:57.896881,24.68,73.32,1009.6,10.63,1.09
2026-09-06 00:12:57.896881,22.73,75.25,1009.33,8.93,0.0
2026-09-06 00:17:57.896881,23.66,74.24,1009.37,23.34,0.0
2026-09-06 00:22:57.896881,25.16,76.33,1009.76,7.71,0.0
2026-09-06 00:27:57.896881,23.68,75.29,1009.79,16.85,0.0
2026-09-06 00:32:57.896881,24.7,72.55,1009.1,10.23,0.0
2026-09-06 00:37:57.896881,25.07,83.43,1008.99,1.1,0.0
2026-09-06 00:42:57.896881,23.82,81.05,1009.23,3.51,0.33
2026-09-06 00:47:57.896881,24.62,74.89,1009.81,3.99,0.0
2026-09-06 00:52:57.896881,22.18,77.97,1009.89,4.92,0.0
2026-09-06 00:57:57.896881,24.07,78.33,1009.24,7.08,0.0
2026-09-06 01:02:57.896881,24.8,80.57,1009.64,19.91,0.0
2026-09-06 01:07:57.896881,24.12,74.47,1010.12,8.18,0.0
2026-09-06 01:12:57.896881,26.54,80.12,1009.68,5.47,0.0
2026-09-06 01:17:57.896881,24.2,75.13,1009.97,17.64,0.0
2026-09-06 01:22:57.896881,25.11,72.68,1009.84,17.55,0.0
2026-09-06 01:27:57.896881,25.69,78.78,1009.29,0.67,0.0
2026-09-06 01:32:57.896881,26.86,80.4,1009.49,8.86,0.0
2026-09-06 01:37:57.896881,24.68,84.21,1009.53,21.67,0.0
2026-09-06 01:42:57.896881,26.88,72.77,1009.65,7.81,0.0
2026-09-06 01:47:57.896881,26.08,78.38,1009.94,3.67,0.0
2026-09-06 01:52:57.896881,25.41,74.97,1009.75,16.74,0.0
2026-09-06 01:57:57.896881,26.69,78.47,1008.78,3.19,0.0
2026-09-06 02:02:57.896881,26.61,71.62,1009.27,10.34,4.65
2026-09-06 02:07:57.896881,26.09,72.16,1009.03,7.74,0.0
2026-09-06 02:12:57.896881,26.76,73.54,1009.75,1.87,0.0
2026-09-06 02:17:57.896881,26.52,76.02,1009.82,19.23,0.91
2026-09-06 02:22:57.896881,27.05,73.77,1009.85,12.34,0.0
2026-09-06 02:27:57.896881,27.62,77.59,1009.48,23.94,0.0
2026-09-06 02:32:57.896881,28.49,78.6,1010.02,8.89,0.0
2026-09-06 02:37:57.896881,26.36,77.23,1010.05,3.94,0.0
2026-09-06 02:42:57.896881,29.18,80.2,1009.46,2.05,0.0
2026-09-06 02:47:57.896881,26.05,76.51,1009.41,17.79,0.0
2026-09-06 02:52:57.896881,27.62,71.52,1009.85,3.59,18.83
2026-09-06 02:57:57.896881,28.34,79.18,1010.39,41.11,0.0
2026-09-06 03:02:57.896881,28.22,73.18,1010.33,30.2,0.0
2026-09-06 03:07:57.896881,27.63,77.64,1009.95,9.58,0.0
2026-09-06 03:12:57.896881,28.1,79.55,1009.51,7.29,0.0
2026-09-06 03:17:57.896881,28.0,76.11,1009.93,4.88,0.0
2026-09-06 03:22:57.896881,28.05,70.16,1009.48,5.42,0.0
2026-09-06 03:27:57.896881,29.33,71.81,1009.38,36.28,0.0
2026-09-06 03:32:57.896881,29.07,78.45,1008.97,6.4,0.0
2026-09-06 03:37:57.896881,28.36,73.88,1009.63,12.99,0.0
2026-09-06 03:42:57.896881,29.76,74.54,1009.29,13.71,0.0
2026-09-06 03:47:57.896881,29.42,76.5,1009.59,18.5,0.0
2026-09-06 03:52:57.896881,29.95,76.22,1008.93,12.21,0.0
2026-09-06 03:57:57.896881,29.93,74.89,1009.69,8.97,0.0
2026-09-06 04:02:57.896881,28.89,73.34,1009.0,4.47,0.0
2026-09-06 04:07:57.896881,29.23,72.94,1010.01,13.45,0.0
2026-09-06 04:12:57.896881,30.4,76.37,1009.94,11.46,0.0
2026-09-06 04:17:57.896881,30.42,75.37,1009.65,6.3,0.0
2026-09-06 04:22:57.896881,30.04,72.86,1009.91,12.63,0.0
2026-09-06 04:27:57.896881,30.27,76.8,1009.39,8.38,0.0
2026-09-06 04:32:57.896881,31.32,73.08,1009.7,11.46,0.0
2026-09-06 04:37:57.896881,29.94,70.83,1009.94,15.37,0.0
2026-09-06 04:42:57.896881,30.97,71.03,1008.76,10.26,0.0
2026-09-06 04:47:57.896881,30.49,70.29,1009.59,16.41,0.0
2026-09-06 04:52:57.896881,30.6,72.34,1009.72,10.12,0.0
2026-09-06 04:57:57.896881,31.76,76.78,1009.65,18.49,0.0
2026-09-06 05:02:57.896881,31.66,70.58,1010.11,7.01,0.0
2026-09-06 05:07:57.896881,31.76,73.49,1009.38,3.7,0.0
2026-09-06 05:12:57.896881,32.27,70.88,1009.5,11.06,0.0
2026-09-06 05:17:57.896881,31.35,72.0,1009.16,27.47,0.0
2026-09-06 05:22:57.896881,31.99,68.18,1010.25,17.22,0.0
2026-09-06 05:27:57.896881,31.3,71.97,1009.63,27.25,0.0
2026-09-06 05:32:57.896881,31.91,71.98,1009.63,6.25,0.0
2026-09-06 05:37:57.896881,31.65,74.12,1009.85,8.93,0.0
2026-09-06 05:42:57.896881,31.93,73.1,1010.07,3.9,0.0
2026-09-06 05:47:57.896881,32.43,68.77,1010.01,2.91,0.0
2026-09-06 05:52:57.896881,31.4,75.55,1010.76,24.75,0.0
2026-09-06 05:57:57.896881,33.82,72.86,1010.08,23.09,0.0
2026-09-06 06:02:57.896881,31.44,72.77,1009.82,14.39,0.0
2026-09-06 06:07:57.896881,31.36,72.08,1009.72,6.33,0.0
2026-09-06 06:12:57.896881,33.35,70.5,1009.78,15.67,0.0
2026-09-06 06:17:57.896881,33.14,72.65,1009.47,21.79,0.0
2026-09-06 06:22:57.896881,33.1,73.36,1009.96,29.54,0.0
2026-09-06 06:27:57.896881,33.18,66.64,1010.24,2.27,0.0
2026-09-06 06:32:57.896881,32.75,70.21,1009.78,7.12,0.0
2026-09-06 06:37:57.896881,32.12,71.01,1009.7,6.56,0.0
2026-09-06 06:42:57.896881,32.98,72.49,1010.49,8.02,0.0
2026-09-06 06:47:57.896881,32.45,75.25,1009.6,13.65,0.0
2026-09-06 06:52:57.896881,33.84,69.31,1009.41,1.19,0.0
2026-09-06 06:57:57.896881,33.01,70.09,1009.69,6.2,0.0
2026-09-06 07:02:57.896881,32.54,70.0,1009.53,6.73,0.0
2026-09-06 07:07:57.896881,33.0,69.09,1010.19,10.05,0.0
2026-09-06 07:12:57.896881,33.65,70.41,1009.94,11.03,0.0
2026-09-06 07:17:57.896881,32.93,73.72,1009.92,7.92,0.0
2026-09-06 07:22:57.896881,32.78,68.21,1010.31,33.69,0.0
2026-09-06 07:27:57.896881,33.69,72.62,1009.66,8.51,0.0
2026-09-06 07:32:57.896881,33.74,66.2,1010.07,13.55,0.0
2026-09-06 07:37:57.896881,33.19,69.59,1010.24,15.32,0.0
2026-09-06 07:42:57.896881,33.26,70.25,1009.68,4.31,0.0
2026-09-06 07:47:57.896881,33.87,76.24,1010.0,4.53,0.0
2026-09-06 07:52:57.896881,32.56,70.36,1009.75,15.51,0.0
2026-09-06 07:57:57.896881,32.63,64.56,1010.17,23.29,0.0
2026-09-06 08:02:57.896881,33.22,65.14,1009.46,29.42,0.0
2026-09-06 08:07:57.896881,33.66,71.22,1009.43,4.42,0.0
2026-09-06 08:12:57.896881,34.11,72.94,1009.81,19.17,0.0
2026-09-06 08:17:57.896881,35.06,72.2,1009.59,9.46,0.0
2026-09-06 08:22:57.896881,34.59,71.56,1009.69,23.05,0.0
2026-09-06 08:27:57.896881,33.8,74.53,1009.74,12.49,0.0
2026-09-06 08:32:57.896881,33.93,69.42,1010.06,14.48,0.0
2026-09-06 08:37:57.896881,33.16,73.71,1009.85,25.85,0.0
2026-09-06 08:42:57.896881,33.96,66.12,1009.75,27.65,0.0
2026-09-06 08:47:57.896881,33.76,68.29,1009.79,10.65,0.0
2026-09-06 08:52:57.896881,34.25,65.58,1009.65,1.99,0.0
2026-09-06 08:57:57.896881,33.34,70.18,1009.6,5.24,0.0
2026-09-06 09:02:57.896881,34.42,70.86,1009.4,36.95,0.0
2026-09-06 09:07:57.896881,35.22,71.34,1009.87,15.0,0.0
2026-09-06 09:12:57.896881,33.91,71.19,1009.69,4.45,0.0
2026-09-06 09:17:57.896881,34.31,68.23,1010.09,5.96,0.0
2026-09-06 09:22:57.896881,34.53,70.44,1009.32,20.68,0.0
2026-09-06 09:27:57.896881,33.64,66.53,1009.62,33.14,0.0
2026-09-06 09:32:57.896881,34.13,75.12,1010.28,9.91,8.46
2026-09-06 09:37:57.896881,33.94,70.14,1009.48,23.09,0.0
2026-09-06 09:42:57.896881,33.99,69.59,1009.62,18.96,0.0
2026-09-06 09:47:57.896881,33.27,75.84,1009.42,12.61,0.0
2026-09-06 09:52:57.896881,33.88,67.37,1009.34,16.4,0.0
2026-09-06 09:57:57.896881,34.23,67.74,1010.2,12.22,0.0
2026-09-06 10:02:57.896881,34.96,67.85,1009.8,23.65,0.0
2026-09-06 10:07:57.896881,34.53,70.96,1009.76,17.06,4.05
2026-09-06 10:12:57.896881,35.44,72.48,1009.22,2.28,0.0
2026-09-06 10:17:57.896881,33.07,73.43,1009.86,8.43,0.0
